site_no,VELOCITY,WSAREA,DAM,IMP,OW,RD,CLAY,SAND,RCKDEP,WTDEP,PERM,PRECIP,TMAX,TMEAN,TMIN,HYDRCON,SLOPE,PET,ARI,ELEV
05430500,0.6371875102040818,8650.5666,0.00727817248,3.2480666314599995,3.77747549101,2.1398813951842306,18.53501465113563,33.14624219183028,151.8028723679879,132.56840315045073,9.603369533962644,877.2512881719998,13.536474137999999,8.086159748630001,2.6308221992900003,19.3006077856,0.011671015992760658,948.5225468055656,0.8605939098127777,278.73927691359927
05479000,0.6497013975903612,3387.70692,0.00385923791866,0.734867505089,0.779278101048,1.4303987060444832,26.05175604905109,30.132509831307488,152.4,103.0649360117544,3.750389806150064,811.126550088,13.363262804100001,7.831897740610001,2.2954331279900004,19.390294807100002,0.005555594805628061,965.844939647168,0.7910431754874652,366.63267210055983
01531000,0.5687164958677684,6490.514939999999,0.00954311167656,0.8535180073209999,0.640073431474,1.7719895984998266,17.265180601238622,23.58831064550209,124.8097927558143,95.4921862082948,4.9517561366007135,925.1386899930001,13.590622109000002,7.63851468368,1.6814857019999998,0.1334812702547914,0.0890834704041481,947.2355001946285,0.9080018684312962,498.5057485807797
01439500,0.5695544680851067,303.02883,0.0359015683437,0.365900298734,2.19335736127,1.5358090210292037,16.056501819719948,33.272308209742185,143.1827149222911,82.6747860837688,4.365513413641878,1231.87032691,14.2050386849,8.33039346205,2.45042380836,0.14697710931391125,0.045742467045784,963.6457023060796,1.1822958071278826,398.9672043963837
01668000,0.28265120000000005,4133.62404,0.0198328132541,0.7602666371789999,0.505424733966,2.512691646055616,26.88743365742569,28.502285308224412,123.41610994049141,161.66009488985316,6.636396471191072,1115.15129324,19.035978945,12.721547015999999,6.40205836849,0.6014679582320206,0.05482055991888046,1158.708569577191,0.9249703385711971,206.15402928697785
08171000,0.27886855384615394,919.44645,0.0108451236095,0.567412637649,0.21561190248000006,1.562505818024024,35.598522741248146,15.883602514723885,91.86544152124985,182.88,2.4075847757889988,882.401480446,25.47889709,18.9014789866,12.319229859000002,1.2767552472460435,0.03200192749500275,1480.4759229534513,0.5808719903691814,420.76208978420715
03384450,0.5043991764705884,111.110571,0.0089072735014,0.342659248689,0.0857770438184,0.719917388861,25.37,10.41,139.34,99.97,2.54,1220.52339375,19.4582133324,13.4111090525,7.3594657875300005,0.456809692012,0.035683389753099995,1179.34131737,1.02558862275,201.843283582
11266500,0.6594856,831.3867899999998,0.00119652247494,0.0428906642889372,0.5564188465212245,0.15992139133013633,7.160518383790087,66.74735338681072,141.01996247107255,168.63654714484008,21.943477386263666,1225.71943972,11.7579140952,5.20792224063,-1.3468948354,3.9969111745696533,0.2387479692697525,848.0823817292006,0.982959787928222,2591.796228670075
02149000,0.3976254545454545,204.60921000000002,0.024436781069900004,0.194295868816,0.108206066578,1.8983159128383784,24.614937099725534,38.77247607150397,129.37352637412909,170.38633638890843,6.317510380744599,1329.9414183,20.68047667,14.0908780551,7.496385309530001,0.07941115244343372,0.11468999087810515,1260.0101694915256,1.0616430508474577,477.3405951115834
09444500,0.4930273684210525,7163.912340000001,0.000419059865174,0.154299434785,0.024376712357200004,0.4625059105813318,28.852418901349267,37.78616709501996,137.28737955582417,180.7490980152517,6.500605973163682,528.487287777,19.091843965,10.4566187002,1.81636811731,2.1770511739363645,0.12928655743598938,1324.3656553638707,0.3638881518937141,2085.0996703405967
07057500,0.5156579104477612,1452.9843899999996,0.00412056781424,0.283200445021,0.0864083070647,1.3221641420695056,38.93411308486309,20.61390873354348,133.9383380616849,164.07465622102725,4.681994944063292,1150.01416091,19.8769774796,13.504598393,7.12723922498,0.14033763970270102,0.031235169619321827,1252.5784267545923,0.8702283089967028,332.7015274372997
02016000,0.5302121834862387,1193.9853899999996,0.00251042957969,0.208165573877,0.367903454903,1.3479286369580137,19.768609769286503,35.67501302912952,88.33731791226654,173.7709704140853,13.500044186071033,1044.29056221,17.1174459373,10.5027790416,3.88312177543,0.14708262138027434,0.12445871531963347,1111.964467005076,0.9665800338409476,668.2987597611392
02440500,0.3244498723404256,1307.9449499999996,0.0312340972736,0.662967940104,1.3124948578,1.3774444871027616,36.34104617009023,17.439210631324904,149.67805971121408,82.4395766461893,1.8484678235471568,1426.87012216,22.813905999899998,16.614820533299998,10.410785239400001,3.109475736822258,0.012453473173081877,1350.119112073633,1.049320952896589,99.45170227950129
06607200,0.5500053936651582,1732.70331,0.043236071197,0.703898977017,0.149423862057,1.4165696027600343,27.62553147421686,6.748991300729531,152.4,156.56307019860404,3.3590842652003765,802.9575352999999,14.528039253900001,8.678727918239998,2.8244389664300003,45.32002562759318,0.018790049478411674,1005.5320395459537,0.7614914317099963,409.8141311266708
12134500,1.0068767346938785,1385.64465,0.0,0.4667071928050517,1.1193397356838493,0.7473300645795856,8.365714932388242,50.49901090893504,130.39102915608862,152.53746781127032,10.480378023142764,2774.32693038,10.3904702717,6.0268079011800015,1.65822354211,14.996630497078293,0.3877350389957428,686.3256399496432,3.0759130927402434,1061.4945379156368
11382000,0.7789333333333334,525.76797,0.0,0.14209541067963655,0.2542119344553761,1.3388719022310338,25.099517099898282,29.487080614416733,60.951670909230785,182.8790519108634,3.910449255912949,1092.48316783,17.3014190409,11.6393323075,5.97221844385,0.4423211147304447,0.2348941415548325,1142.624060150376,1.0533508771929825,1275.4088958660386
12462500,1.170377245508982,3369.57699,0.003261109830384341,0.8167437415151851,0.7924496887833951,1.0193090106318374,12.169337496371925,48.264086738033036,130.69909468937743,174.88394623814176,8.076262081699827,1319.48520573,10.640487290800001,5.558137615850001,0.470890998193,12.288130766598213,0.32285696268081665,754.6351513079157,1.7707393400581295,1220.256348779175
02045500,0.3120505454545455,1499.60421,0.016673756347900002,0.7396777109630001,0.535187561751,2.8167526417014126,35.2489641695649,35.529041452425574,146.7783790167579,168.76340587217692,5.932096055242687,1153.26199837,20.6707591134,14.271758314500001,7.867876423839999,3.3304067700852724,0.016771288588643074,1240.3214928057555,0.8972241007194245,104.60538344337229
03050500,0.3491039999999999,701.8872899999999,0.0070396379486,0.897984241911,0.484932499728,1.7697373311538531,21.435502837114885,26.52820312678191,95.98149001117613,153.2983186387931,7.386033513182004,1305.99017884,14.9330362555,8.81261574409,2.6872251195,14.9078074255,0.13114731013774872,1009.5872259294566,1.3335826501429937,852.7519113746297
03584020,0.4655457142857144,947.9363400000001,0.004205285644550001,0.323609976998,0.0657601542667,1.5249847081499999,33.748047368099996,17.6997171273,140.655225964,176.045432309,5.920559784500001,1447.28850161,20.9642124418,14.7317247899,8.49425141918,5.1797453198,0.0406068824232,1295.33308715,1.0961771787299999,278.385805701
09352900,0.5670901276595747,187.774275,0.0,0.0,0.453415940898,0.02798589075985425,16.154421308155264,45.6413907468675,95.0373598456375,182.66817977678718,6.925768532837943,993.69422304,7.9173199797899985,1.11010731729,-5.69929605696,0.07664812053059719,0.3607029020786285,740.9676258992807,1.234018345323741,3451.168040023543
03539778,0.2136573658536586,440.2983,0.0157675982164,0.9210320388590001,0.189143603176,1.40525062196,23.64303242,29.493160543000002,86.0614541149,178.93060213799995,11.3315225553,1375.42986088,19.0469679256,12.9405472477,6.82913348576,0.216509591624,0.0307656023651,1169.528125,1.22381078125,500.920325203
06632400,0.500634,162.91037099999997,0.00613368614296,0.109694229612,0.194315177009,0.7769209515479312,15.797692231257145,47.85891696890407,113.3602747462034,180.1453524998758,10.078802919143907,893.6661222639999,7.68022395277,1.24632256616,-5.19110425661,0.7447829818816913,0.123505100607872,751.6334661354582,0.7062235059760956,2981.7737525632256
05376000,0.33782,261.58899,0.00768047385451,0.910833154762,0.0197004154368,1.420216999277112,23.44594935265126,9.625245840447374,136.23576873094765,162.78848631685182,4.613077585074688,862.0869641689999,12.437448621400002,7.07503647,1.70778905348,24.4777659177,0.020604530349373814,931.2985781990519,0.8866161137440759,350.013987473904
01133000,0.5503897777777778,139.34146199999998,0.0,0.3107967574201466,0.6446403772244291,0.9760865118389432,6.4378340600071065,43.792656525530475,117.4550771,111.7091574,6.909326939,1196.45459017537,10.15023554268,4.4239149410393095,-1.3073910445887,0.06703062051028646,0.1120528057217598,799.9066666666665,1.4182613333333334,519.4697747925721
03524000,0.3664521222707424,1367.51472,0.0022126091729,1.90256797633,0.07182129375239997,2.9054180533132685,38.016832970071775,20.486066879974924,124.32851153073248,179.73187982882214,4.977982145062897,1159.2679569,17.5251545001,11.4788592625,5.42749510803,0.0973269383013932,0.10809772461652756,1116.8705647176414,1.0304106446776609,769.3144447559167
14159000,0.8874759999999999,901.31652,0.0034124440231213557,0.057478524636651485,0.3762219535491295,0.8170227971994994,13.654090779301006,44.65629901777174,115.93038087384458,180.57344271762025,9.84088651546004,2346.22774376,12.479491236,6.70687582954,0.929097909142,7.412433200345474,0.15792831778526306,859.0640055058501,2.024762904335857,1294.5613195977435
12189500,1.1287839375000006,1849.25286,0.0010757574192837693,0.2562757536326177,0.6661574031043778,0.4403052819983131,9.591978169439539,44.070884196757746,130.45574309396008,149.3747823963271,6.880623015227561,2689.3245703,10.331998601,5.681566501540001,1.02621008826,31.709416498460627,0.3899153769016266,685.9452476161181,2.6707264841587204,1162.6736211955072
02167450,0.3261069714285714,595.6976999999998,0.05286344213309999,1.17102738906,0.424357018543,1.80491103512,36.9227447842,33.30528115,144.731588369,171.400984999,4.463202660019999,1151.75487739,23.1055805896,16.2633840674,9.416493189810001,4.4282547372500005,0.0167123265564,1375.48780488,0.8805071951219999,174.861544313
06888000,0.4670322580645162,629.36757,0.0278508042247,0.493552948393,0.416680796854,1.28158149578,36.766685058,13.893351213499999,132.45469407299998,126.552418547,1.07886996345,872.19695505,18.1896123409,11.8888410682,5.583052289219999,11.5703739823,0.0224643070251,1149.40765027,0.770231693989,381.513082843
02473500,0.3567079655172414,616.4176199999998,0.0239791247332,1.3445354212399998,0.418243893596,1.6076105616805174,26.958209780893146,32.887541094225014,151.75498780661508,112.61213209428401,4.998515572283393,1446.92421167,24.3550294053,17.8258475302,11.2913951621,22.75099554391129,0.017000500112771988,1434.2420681551114,1.0224260869565218,120.12345349354695
01567000,0.5701579701492541,8686.826459999998,0.0055291194531700005,1.32045096881,0.928467017075,2.2856765708542817,21.297426326964832,29.47081250840478,115.61193541584171,156.3067410268589,11.478624336962126,1036.85944393,15.421242135999998,9.74724686344,4.06822987736,0.11924787858261025,0.09761415421962738,1023.7160949868074,0.9876336524689032,385.519118030846
03366500,0.3606546000000002,758.8670699999999,0.00918248710812,0.588752607662,0.25028836289,1.7703077172862411,25.827925912283373,16.384901673272154,151.16498252113578,77.29727933007725,1.9545220613844008,1139.11053265,17.661585681600002,11.8577845687,6.049017707359999,0.030859197708700006,0.012308666482567787,1136.7221223021586,0.9860340827338128,248.03850140678216
06289000,0.4816164255319152,471.37818,0.0,0.017487115759941448,0.0,0.3435155099863079,25.172276393632593,31.42130824591364,69.80825105970969,182.86202537966577,3.4690288789948767,651.176565566678,8.47382150202412,2.72188256983411,-3.03476849138128,0.11922599451948253,0.1933933198451996,770.0715151515152,0.7128134545454545,2346.273903508772
03443000,0.4425113969849249,766.6370400000001,0.0833061286757,0.860280783307,0.318528792941,2.1935822461568724,21.181438100682744,40.124817739207046,128.92881512912192,172.1885048476357,7.004763405387927,1787.03238921,18.360760455,12.1040495818,5.84249644013,0.05927011467809731,0.11209946125745772,1166.8212648945919,1.5493680109990833,878.6121683967705
07211500,0.4101212530120481,7381.4715,0.00498672720221,0.164730673721,0.300911586199,0.9453113937965596,33.55434430865207,22.263326039431032,123.67845033859017,182.6218701772802,2.6206512614355115,489.033073704,16.5237225486,8.26361781234,-0.00148686919106,1.5118327849871975,0.08507122099399568,1142.7034180710273,0.3972094163572312,2266.304935576453
09505350,0.3019044,367.77858,0.0,0.7075944566429999,0.0,1.0302414517899998,38.1805726741,29.9612334112,146.07542494,182.88,2.16593326669,607.115526976,18.7591627127,10.7539841892,2.7440477169300004,4.39329938602,0.0932272598147,1271.12741313,0.4695252895750001,1885.02082076
03275000,0.5205738523489933,1351.9747799999998,0.00369702441293,1.18126451544,0.278896127663,1.9113756954537984,24.87421287540511,24.17833412301775,151.98348740608634,124.50280846603802,4.217189484331641,1063.26767869,16.059676864,10.4394729614,4.814213371459999,21.2623625527,0.012964292429387571,1062.4462972045121,0.9584180480627759,318.5122866331327
12186000,0.7194011520000001,393.67848,0.0,0.13276644323465775,0.39301773092047815,0.2917203722473335,9.695035477633864,43.551266365398206,131.19435272777318,150.061633843745,6.301160259635365,3096.19091906,10.0893028648,5.441014876080001,0.787632330437,37.561343626407606,0.4399998188018799,667.5924855491328,2.9696927745664734,1198.467409470752
02365470,0.2429479024390244,383.31852000000003,0.0154087715973,0.34300156707199997,0.794861482848,1.4696520338699999,19.4502969191,60.7838707943,152.4,109.340421925,10.368131717899999,1466.04333197,25.5366122662,19.0291511516,12.516358286800001,8.69242576086,0.00927963573486,1452.73320537,0.9878218809980001,57.091324853500005
03179000,0.4440180512820511,1023.04605,0.0224510471998,3.97658570526,0.23632167509,3.133213307728313,26.50082706126175,22.803684209139146,102.5085662250812,176.55925674304436,5.546122818685224,1035.03889506,17.1059751613,11.3171228516,5.523236195090001,0.192724808443,0.08881165832281113,1089.0107310529843,0.9368331991951708,793.4310335424052
02464000,0.5332593230769231,577.56777,0.0017198185178699998,0.26477758361,0.244403409575,1.29165701632,25.52767740920001,33.3982168457,104.01456011299999,173.82100480900002,4.6391683628400004,1447.53413057,23.052216569899997,16.3635192008,9.66991729861,7.944746114189999,0.0293270628899,1385.04656863,1.08018615196,154.134962298
